,sharpe,treynor,lifetime,information-ratio,standard_deviation,downside_deviation,variacao,equity,captacao_liquida,cotistas
2012-12-12,16.55250519843975,0.22991214561722306,192.0,5.169531510110864,0.005708882948617554,0.0052875906489626015,5.227454970001479e+61,920152073.46,688103448.09,2.0
2012-12-13,17.06686747787619,0.24706779130365433,193.0,5.849001785138153,0.005694763950443432,0.005293295625928314,1.1184974210131375e+62,923971165.6,689408356.3000001,2.0
2012-12-14,17.70516794967808,0.2555300682667929,194.0,5.691470862857921,0.005681683359229626,0.005301739633416943,2.397501458936502e+62,931483593.53,693805589.6700001,2.0
2012-12-17,18.83583871885719,0.25655622595901484,197.0,6.307911188398677,0.0056487984504967675,0.005335964614239951,2.3681706108435308e+63,939989869.17,705942679.1500001,2.0
2012-12-18,20.180257666261195,0.2721470610775709,198.0,6.12076662276168,0.005648673977987644,0.0053602132426238385,5.110602879134735e+63,949261471.84,708512965.4300001,2.0
2012-12-19,21.577757289314555,0.2885344916232516,199.0,5.77263607205521,0.005649649617779792,0.00538530466782362,1.1072509543464218e+64,958650683.76,710903714.07,2.0
2012-12-20,21.437599130101425,0.28591176545719366,200.0,5.897983813741622,0.005637614342423572,0.005353883718097883,2.3980814595211902e+64,960391071.08,713283724.3100001,2.0
2012-12-21,21.61163341370183,0.29043901050022447,201.0,6.288081028883583,0.005623696271155295,0.005325433940968918,5.196207750613809e+64,964650615.78,716702086.24,2.0
2012-12-26,21.622877304381568,0.29245260155804476,206.0,7.055086348273837,0.005559551662831664,0.005183286821273264,2.4809428613701626e+66,961822857.29,725471137.0499998,2.0
2012-12-27,22.550468390223745,0.30274276153854945,207.0,8.484615211046899,0.005550461804425854,0.005196190181839894,5.386798047078625e+66,968579825.1,727719080.6399999,2.0
2012-12-28,23.557099615185642,0.3101791626010741,208.0,8.409983350890306,0.005542507569232647,0.005210512980600777,1.172816525812923e+67,977376555.63,731608004.0199999,2.0
2013-01-02,25.57606918326197,0.3368132936177087,213.0,7.1752329304037445,0.005516902111910766,0.005214605601157736,5.767696531569445e+68,990394033.21,746529000.66,2.0
2013-01-03,26.516968319072507,0.34853198766162274,214.0,5.98497669352821,0.005507791734949217,0.00522644231233967,1.265440982186307e+69,1001303658.9,752877856.3199999,2.0
2013-01-04,25.88194372947789,0.3398171824949211,215.0,6.610242386533657,0.005503427445890761,0.0052026946943853625,2.7720392035975282e+69,996767568.5,751228848.2499999,2.0
2013-01-07,25.136284867026873,0.32898765927341433,218.0,7.424289723488936,0.005492782162974985,0.005135764744534803,2.908244140621409e+70,999120485.97,753831509.2199998,2.0
2013-01-08,24.566604773301005,0.3206368766314712,219.0,8.20311060050276,0.005487241005165361,0.0051119803494482936,6.349417331050167e+70,1000069273.52,757379691.4399998,2.0
2013-01-09,26.078652315271906,0.33711806335144545,220.0,8.034925381006552,0.0054903742429264915,0.005135497028811823,1.391982507509435e+71,1019738758.98,769398586.2399998,2.0
2013-01-10,25.294807863765193,0.3222983823323345,221.0,7.634298672031238,0.0054884845087998105,0.0051155963075719055,3.0457667186609817e+71,1026610982.78,779881178.8899997,2.0
2013-01-11,25.32729131984289,0.3225200615770337,222.0,8.17348246104873,0.005476794663168814,0.005090117154923425,6.66496541982436e+71,1040474145.57,793577170.9799998,2.0
2013-01-14,26.07018706614958,0.3298771214850484,225.0,7.7434836386524415,0.005442449369794584,0.005045967998139871,6.995536163291124e+72,1048371947.47,825690713.6399999,2.0
2013-01-15,25.961396539561616,0.3293435660204279,226.0,8.293637386663626,0.005431947727207757,0.005020824499750876,1.5329416332126128e+73,1053276621.64,831110152.2999998,2.0
2013-01-16,26.44026394044949,0.33702879208679826,227.0,7.7414937468278415,0.005420170056860928,0.005023730251353518,3.3633116536326495e+73,1068421374.19,843858328.4999999,2.0
2013-01-17,26.979847367614877,0.3481387825829931,228.0,7.0807975974460975,0.005408678291887814,0.00502763541056623,7.389447615073788e+73,1079897229.59,852604737.2399999,2.0
2013-01-18,26.261568018651694,0.33318286934389557,229.0,7.030011182459539,0.005405676616712404,0.005007783489696053,1.6206944406888186e+74,1089617668.81,865771052.2399999,2.0
2013-01-21,27.0993338393698,0.33350198690277283,232.0,7.7183715560259225,0.005390184093324714,0.004977346989223126,1.7134878309611298e+75,1105457792.01,903731832.9499999,2.0
2013-01-22,27.432889165624154,0.3431010510296156,233.0,7.6905058492322755,0.005378560047195713,0.004977759851038413,3.769218811141715e+75,1115595885.07,912146927.9699999,2.0
2013-01-23,28.312823976278985,0.3540843649786879,234.0,8.259856414360042,0.00536998486802738,0.004987545732801045,8.310184420020933e+75,1132349322.98,924237043.3399999,2.0
2013-01-24,27.92793695292379,0.3485274169493617,235.0,8.946435335768497,0.0053624724680453005,0.0049642406412952755,1.8304773416430984e+76,1143942109.52,937764335.3299999,2.0
2013-01-28,27.838394900505627,0.34829227146112307,239.0,11.144957586426303,0.00532203739797632,0.004872512507597704,4.30688315428378e+77,1152512632.5,964023298.14,1.0
2013-01-29,28.92632354979106,0.3609068360799805,240.0,11.195839939537413,0.005316417226983144,0.0048855185231911884,9.507910998527054e+77,1181223732.62,986777870.77,1.0
2013-01-30,29.168395530306224,0.3650573196690513,241.0,13.224051784322198,0.005305371432049738,0.0048655076546155526,2.1002414428997352e+78,1201187871.71,1005438367.17,1.0
2013-01-31,29.976957537141576,0.37814606971665177,242.0,12.537955848116223,0.005296458671183502,0.00487347042489509,4.648835078184656e+78,1223490116.64,1023234277.8,1.0
2013-02-01,31.576903251430124,0.39518166677792727,243.0,13.148291338375898,0.005300733375056543,0.004894865845856389,1.0333509177101674e+79,1262615736.83,1052942399.28,1.0
2013-02-04,30.614580032816576,0.3824744240183518,246.0,13.804323299979524,0.005309114013045407,0.004922627392216347,1.1324799355967225e+80,1257625634.98,1112269569.43,1.0
2013-02-05,31.01055649597003,0.3867994632405186,247.0,14.037616303983638,0.005298345630667922,0.004923627943796693,2.514387784272668e+80,1259788337.64,1112182569.43,1.0
2013-02-06,30.513935012378816,0.3828117783128887,248.0,14.904861763799834,0.00529264662952734,0.004902832808682674,5.575997119802081e+80,1256983458.1,1112075569.43,1.0
2013-02-07,30.15824977859243,0.37650775076853893,249.0,15.990861914066205,0.005285428279440634,0.004881171237131942,1.2355081414967476e+81,1249762282.72,1106789248.3700001,1.0
2013-02-08,30.2570075829257,0.39271352496835094,250.0,15.597240577000669,0.005275195613885158,0.004860202083062505,2.7382696668347274e+81,1250297464.77,1106760409.1000001,1.0
2013-02-13,30.5364836301111,0.3960973308913525,255.0,15.90952251711605,0.005225100270927977,0.004758538915605155,1.4644742770903567e+83,1250150039.34,1106222051.9500003,1.0
2013-02-14,29.84876271075656,0.3864111881999656,256.0,16.368485393240224,0.005221941967111468,0.004741749952727112,3.2409338569326514e+83,1246198622.28,1105911208.1500003,1.0
2013-02-15,29.181970933185085,0.3805797459598154,257.0,15.524807204320727,0.005218491589431058,0.004724824360660145,7.161172635772558e+83,1242555523.85,1105796088.5000002,1.0
2013-02-18,29.318390036970925,0.3811572480945957,260.0,15.674187241963038,0.0052017479083567315,0.004672675162536984,7.727440540528017e+84,1242838500.61,1105275938.23,1.0
2013-02-19,29.471803270125037,0.3824645198738836,261.0,16.048080080289328,0.005191897201723285,0.0046546699375036756,1.7085508583549067e+85,1243568711.39,1105124505.3600001,1.0
2013-02-20,28.51467868049702,0.3706289592185644,262.0,17.677610894108977,0.005192641480410483,0.004659393210482016,3.769312641956244e+85,1238053785.91,1104612365.22,1.0
2013-02-21,28.800607308222165,0.38042495805932114,263.0,18.77182671654301,0.005182722875251073,0.004643185795737699,8.321623091301001e+85,1239585508.42,1104518548.98,1.0
2013-02-22,29.618986983264975,0.3888988052189601,264.0,18.214636142469185,0.00517498988997678,0.004650667419149971,1.840969542376327e+86,1243979810.26,1104250467.69,1.0
